,ODO % sat_chesa,ODO mg/L_chesa,Temp °C_chesa,SpCond µS/cm_chesa,Turbidity NTU_chesa,pH_chesa,ORP mV_chesa,Depth m_chesa,ODO % sat_charl,ODO mg/L_charl,Temp °C_charl,SpCond µS/cm_charl,Turbidity NTU_charl,pH_charl,ORP mV_charl,Depth m_charl,Discharge,Gage height
2018-01-11 18:00:00,122.175,17.2225,0.4975,214.0,5.08,6.84,286.325,1.0,108.89999999999999,4.8525,1.7025,200.375,2.7399999999999998,7.135000000000001,166.55,1.0,,
2018-01-12 00:00:00,121.99999999999999,17.198333333333334,0.5083333333333333,211.78333333333333,5.213333333333334,6.688333333333335,283.95,1.0,107.58333333333333,4.59,1.5533333333333335,206.70000000000002,2.7066666666666666,6.9049999999999985,155.48333333333332,1.0,6325.0,18.175
2018-01-12 06:00:00,121.78333333333335,17.138333333333332,0.5583333333333333,209.25,5.531666666666667,6.629999999999999,279.95,1.0,106.43333333333334,4.1883333333333335,1.5933333333333335,216.9333333333333,14.99,6.926666666666666,155.08333333333334,1.0,7954.583333333333,18.515416666666663
2018-01-12 12:00:00,121.80000000000001,17.028333333333332,0.795,208.18333333333337,5.721666666666667,6.614999999999999,280.85,1.0,106.85000000000001,4.101666666666667,1.8183333333333334,219.23333333333335,10.714999999999998,6.978333333333333,151.85,1.0,10021.25,18.330000000000002
2018-01-12 18:00:00,121.76666666666667,16.915000000000003,1.0166666666666666,213.71666666666667,6.216666666666666,6.620000000000001,281.05,1.0,106.45,4.256666666666667,1.6900000000000002,214.5,6.255,6.9750000000000005,151.4,1.0,10722.083333333334,18.540833333333335
2018-01-13 00:00:00,121.40000000000002,16.733333333333334,1.3083333333333333,218.4666666666667,7.993333333333332,6.653333333333333,275.2833333333333,1.0,105.28333333333332,4.286666666666666,1.5766666666666669,212.53333333333333,12.033333333333333,6.945,148.56666666666663,1.0,14975.0,19.015
2018-01-13 06:00:00,120.36666666666666,16.545,1.4050000000000002,217.9,18.723333333333336,6.673333333333335,259.4166666666667,1.0,104.89999999999999,4.103333333333333,1.53,217.85,18.673333333333332,6.946666666666666,146.70000000000002,1.0,31908.333333333332,20.210416666666667
2018-01-13 12:00:00,118.93333333333334,16.073333333333334,2.026666666666667,217.51666666666668,23.450000000000003,6.66,254.35,1.0,104.76666666666665,4.476666666666667,1.4066666666666665,207.06666666666663,31.57833333333333,6.9316666666666675,144.33333333333331,1.0,44095.833333333336,21.10416666666666
2018-01-13 18:00:00,120.33333333333333,15.801666666666668,3.0900000000000003,187.33333333333334,36.87,6.583333333333333,260.04999999999995,1.0,104.35000000000001,4.881666666666667,1.6683333333333332,194.0,26.698333333333334,6.925,140.11666666666667,1.0,55533.333333333336,22.507916666666663
2018-01-14 00:00:00,123.71666666666665,16.275000000000002,3.026666666666667,168.15,94.20166666666667,6.375,274.61666666666673,1.0,104.61666666666667,5.553333333333334,2.7566666666666664,172.15,0.0,6.883333333333333,145.06666666666663,1.0,50241.666666666664,22.100416666666664
